Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations quantitatives,Type de données,DP conditionnel ou alternatif
E3-4-28b,E3,E3-4,Consommation d'eau,28 b,AR 28,"Consommation totale d'eau dans les zones à risque hydrique, y compris les zones de stress hydrique élevé","Quelle est votre consommation totale d'eau dans les zones à risque hydrique, y compris les zones de stress hydrique élevé ?",,Volume,
E3-4-28c,E3,E3-4,Consommation d'eau,28 c,,Quantité totale d'eau recyclée et réutilisée,Quelle est la quantité totale d'eau que vous avez recyclée et réutilisée ?,,Volume,
E3-4-28d-1,E3,E3-4,Consommation d'eau,28 d,,Quantité totale d'eau stockée,Quelle est la quantité totale d'eau que vous avez stockée ?,,Volume,
E3-4-28d-2,E3,E3-4,Consommation d'eau,28 d,,Évolutions du stockage de l'eau,Quelles sont les évolutions du stockage de l'eau ?,,Volume,
E3-4-28e-2,E3,E3-4,Consommation d'eau,28 e,AR 29,"Proportion de la mesure obtenue par mesure directe, par échantillonnage et extrapolation, ou par meilleures estimations","Pourriez-vous indiquer la proportion de vos mesures qui sont obtenues par mesure directe, par échantillonnage et extrapolation, ou par meilleures estimations ?",,Pourcentage,
E3-4-29,E3,E3-4,Consommation d'eau,29,,Ratio d'intensité de l'eau,Quel est votre ratio d'intensité de l'eau ?,,Pourcentage,
E3-4-AR30,E3,E3-4,Consommation d'eau,AR30,,Consommation d'eau - secteurs/segments [tableau],Quelle est votre consommation d'eau par secteurs/segments ?,,Tableau/Volume,
E3-4-AR31,E3,E3-4,Consommation d'eau,AR 31,,Ratio d'intensité supplémentaire de l'eau,Quel est votre ratio d'intensité supplémentaire de l'eau ?,,Pourcentage,
E3-4-AR32-1,E3,E3-4,Consommation d'eau,AR 32,,Prélèvements totaux d'eau,Quels sont vos prélèvements totaux d'eau ?,,Volume,
E3-4-AR32-2,E3,E3-4,Consommation d'eau,AR 32,,Rejets totaux d'eau,Quels sont vos rejets totaux d'eau ?,,Volume,
E3-5-33a-1,E3,E3-5,"Incidences financières escomptées des incidences, risques et opportunités liés aux ressources aquatiques et marines",33 a,AR 34,Déclaration des informations quantitatives sur les effets financiers potentiels des risques et opportunités matériels découlant des impacts liés aux ressources en eau et marines,Quelles sont les informations quantitatives sur les effets financiers potentiels des risques et opportunités matériels découlant des impacts liés aux ressources en eau et marines ?,,Monétaire,
E4-3-28bii,E4,E4-3,Actions et ressources liées à la biodiversité et aux écosystèmes,28 b (ii),AR 18,Effets financiers (coûts directs et indirects) des compensations de biodiversité,Quels sont les effets financiers (coûts directs et indirects) des compensations de biodiversité ?,,Monétaire,Conditionnel
E4-5-35-1,E4,E4-5,Métriques d'incidence liées à l'altération de la biodiversité et des écosystèmes ,35,,"Nombre de sites possédés, loués ou gérés dans ou à proximité de zones protégées ou de zones clés pour la biodiversité que l'entreprise affecte négativement","Combien de sites possédez-vous, louez-vous ou gérez-vous dans ou à proximité de zones protégées ou de zones clés pour la biodiversité que votre entreprise affecte négativement ?",,Entier,Conditionnel
E4-5-35-2,E4,E4-5,Métriques d'incidence liées à l'altération de la biodiversité et des écosystèmes ,35,,"Superficie des sites possédés, loués ou gérés dans ou à proximité de zones protégées ou de zones clés pour la biodiversité que l'entreprise affecte négativement","Quelle est la superficie des sites que vous possédez, louez ou gérez dans ou à proximité de zones protégées ou de zones clés pour la biodiversité que votre entreprise affecte négativement ?",,Zone,Conditionnel
E4-5-AR34b,E4,E4-5,Métriques d'incidence liées à l'altération de la biodiversité et des écosystèmes ,AR 34 b,,Superficie totale scellée,Quelle est la superficie totale scellée par votre entreprise ?,,Zone,Conditionnel
E4-5-AR34c,E4,E4-5,Métriques d'incidence liées à l'altération de la biodiversité et des écosystèmes ,AR 34 c,,Zone orientée vers la nature sur le site,Quelle est la zone orientée vers la nature sur votre site ?,,Zone,Conditionnel
E4-5-AR34d,E4,E4-5,Métriques d'incidence liées à l'altération de la biodiversité et des écosystèmes ,AR 34 d,,Zone orientée vers la nature en dehors du site,Quelle est la zone orientée vers la nature en dehors de votre site ?,,Zone,Conditionnel
E4-5-AR32-1,E4,E4-5,Métriques d'incidence liées à l'altération de la biodiversité et des écosystèmes ,AR 32,,Nombre d'espèces exotiques envahissantes,Combien d'espèces exotiques envahissantes avez-vous identifiées sur vos sites ?,,Entier,Conditionnel
E4-5-AR32-2,E4,E4-5,Métriques d'incidence liées à l'altération de la biodiversité et des écosystèmes ,AR 32,,Superficie couverte par les espèces exotiques envahissantes,Quelle est la superficie couverte par les espèces exotiques envahissantes sur vos sites ?,,Zone,Conditionnel
E4-6-45a-1,E4,E4-6,Incidences financières escomptées des risques et opportunités liés à la biodiversité et aux écosystèmes,45 a,AR 40,Déclaration des informations quantitatives sur les effets financiers potentiels des risques et opportunités matériels découlant des impacts et dépendances liés à la biodiversité et aux écosystèmes,Quelles sont les informations quantitatives sur les effets financiers potentiels des risques et opportunités matériels découlant des impacts et dépendances liés à la biodiversité et aux écosystèmes ?,,Monétaire,
E4-6-AR39-2,E4,E4-6,Incidences financières escomptées des risques et opportunités liés à la biodiversité et aux écosystèmes,AR 39,,Explication de la manière dont les montants financiers sont estimés et des hypothèses critiques formulées (biodiversité et écosystèmes),Comment les montants financiers sont-ils estimés et quelles sont les hypothèses critiques formulées (biodiversité et écosystèmes) ?,"Monétaire comme: ""Nous estimons que les coûts annuels de restauration des habitats endommagés pourraient atteindre 2 millions d'euros, tandis que les opportunités liées à l'amélioration de la biodiversité pourraient générer des bénéfices supplémentaires de 500 000 euros par an""",narratif/monétaire,
E5-4-31a,E5,E5-4,Ressources entrantes ,31a,,Poids total des produits et des matériaux techniques et biologiques utilisés pendant la période de reporting,Quel est le poids total des produits et des matériaux techniques et biologiques utilisés pendant la période de reporting ?,,Masse,
E5-4-31b,E5,E5-4,Ressources entrantes ,31b,AR 23,Pourcentage de matériaux biologiques (et de biocarburants utilisés à des fins non énergétiques),Quel est le pourcentage de matériaux biologiques (et de biocarburants utilisés à des fins non énergétiques) ?,,Pourcentage,
E5-4-31c-1,E5,E5-4,Ressources entrantes ,31c,AR 23,"Poids absolu des composants réutilisés ou recyclés, des produits intermédiaires secondaires et des matériaux secondaires utilisés pour fabriquer les produits et services de l'entreprise (y compris les emballages)","Quel est le poids absolu des composants réutilisés ou recyclés, des produits intermédiaires secondaires et des matériaux secondaires utilisés pour fabriquer vos produits et services (y compris les emballages) ?",,Masse,
E5-4-31c-2,E5,E5-4,Ressources entrantes ,31c,AR 23,"Pourcentage de composants réutilisés ou recyclés, de produits intermédiaires secondaires et de matériaux secondaires","Quel est le pourcentage de composants réutilisés ou recyclés, de produits intermédiaires secondaires et de matériaux secondaires utilisés dans votre entreprise ?",,Pourcentage,
E5-5-36a,E5,E5-5,Ressources sortantes,36a,,"Déclaration de la durabilité attendue des produits mis sur le marché, par rapport à la moyenne de l'industrie pour chaque groupe de produits","Quelle est la durabilité attendue des produits que vous mettez sur le marché, par rapport à la moyenne de l'industrie pour chaque groupe de produits ?",,Tableau/Pourcentage,
E5-5-36c-1,E5,E5-5,Ressources sortantes,36c,AR 27,Taux de contenu recyclable dans les produits,Quel est le taux de contenu recyclable dans vos produits ?,,Pourcentage,
E5-5-36c-2,E5,E5-5,Ressources sortantes,36c,,Taux de contenu recyclable dans les emballages des produits,Quel est le taux de contenu recyclable dans les emballages de vos produits ?,,Pourcentage,
E5-5-37a,E5,E5-5,Ressources sortantes,37 a,,Total des déchets générés,Quel est le total des déchets générés par votre entreprise ?,,Masse,
E5-5-37b,E5,E5-5,Ressources sortantes,37 b,AR 31,"Déchets détournés de l'élimination, ventilés par déchets dangereux et non dangereux et par type de traitement","Pourriez-vous fournir une ventilation des déchets détournés de l'élimination, en précisant la quantité de déchets dangereux et non dangereux ainsi que le type de traitement utilisé pour chacun ?",,Tableau/masse,
E5-5-37c,E5,E5-5,Ressources sortantes,37 c,AR 32,"Déchets dirigés vers l'élimination, ventilés par déchets dangereux et non dangereux et par type de traitement","Pourriez-vous fournir une ventilation des déchets dirigés vers l'élimination, en précisant la quantité de déchets dangereux et non dangereux ainsi que le type de traitement utilisé pour chacun ?",,Tableau/masse,
E5-5-37d-1,E5,E5-5,Ressources sortantes,37 d,,Déchets non recyclés,Quelle quantité de déchets non recyclés avez-vous générée ?,,Pourcentage,
E5-5-38b,E5,E5-5,Ressources sortantes,38 b,,Déclaration des matériaux présents dans les déchets,Quels sont les matériaux présents dans les déchets générés par votre entreprise ?,,Masse,
E5-5-39-1,E5,E5-5,Ressources sortantes,39,,Quantité totale de déchets dangereux,Quelle est la quantité totale de déchets dangereux générés par votre entreprise ?,,Masse,
E5-5-39-2,E5,E5-5,Ressources sortantes,39,,Quantité totale de déchets radioactifs,Quelle est la quantité totale de déchets radioactifs générés par votre entreprise ?,,Masse,
E5-6-43a-1,E5,E5-6,"Incidences financières escomptées des incidences, risques et opportunités liés à l'utilisation des ressources et à l'économie circulaire",43 a,AR 36,Déclaration des informations quantitatives sur les effets financiers potentiels des risques et opportunités matériels découlant des impacts liés à l'utilisation des ressources et à l'économie circulaire,Quelles sont les informations quantitatives sur les effets financiers potentiels des risques et opportunités matériels découlant des impacts liés à l'utilisation des ressources et à l'économie circulaire ?,,,Monétaire
S1-6-50a-1,S1,S1-6,Caractéristiques des salariés de l'entreprise,50a,,Caractéristiques des employés de l'entreprise - nombre d'employés par genre [tableau],Quelles sont les caractéristiques des employés de l'entreprise par nombre d'employés et par genre ?,,Table A,
S1-6-50a-2,S1,S1-6,Caractéristiques des salariés de l'entreprise,50a,AR 57,Nombre d'employés (effectif),Quel est le nombre d'employés (effectif) ?,,Table A/Décimal,Alternatif
S1-6-50a-3,S1,S1-6,Caractéristiques des salariés de l'entreprise,50a,AR 57,Nombre moyen d'employés (effectif),Quel est le nombre moyen d'employés (effectif) ?,,Table A/Décimal,Alternatif
S1-6-50a-4,S1,S1-6,Caractéristiques des salariés de l'entreprise,50a,,Caractéristiques des employés de l'entreprise - nombre d'employés dans les pays avec 50 employés ou plus représentant au moins 10% du nombre total d'employés [tableau],Quelles sont les caractéristiques des employés de l'entreprise par nombre d'employés dans les pays avec 50 employés ou plus représentant au moins 10% du nombre total d'employés ?,,Table B,
S1-6-50a-5,S1,S1-6,Caractéristiques des salariés de l'entreprise,50a,AR 57,Nombre d'employés dans les pays avec 50 employés ou plus représentant au moins 10% du nombre total d'employés,Quel est le nombre d'employés dans les pays avec 50 employés ou plus représentant au moins 10% du nombre total d'employés ?,,Table B/Décimal,Alternatif
S1-6-50a-6,S1,S1-6,Caractéristiques des salariés de l'entreprise,50a,AR 57,Nombre moyen d'employés dans les pays avec 50 employés ou plus représentant au moins 10% du nombre total d'employés,Quel est le nombre moyen d'employés dans les pays avec 50 employés ou plus représentant au moins 10% du nombre total d'employés ?,,Table B/Décimal,Alternatif
S1-6-50b,S1,S1-6,Caractéristiques des salariés de l'entreprise,50b,,Caractéristiques des employés de l'entreprise - informations sur les employés par type de contrat et genre [tableau],Quelles sont les informations sur les employés par type de contrat et genre ?,,Table C,
S1-6-51,S1,S1-6,Caractéristiques des salariés de l'entreprise,51,,Caractéristiques des employés de l'entreprise - informations sur les employés par région [tableau],Quelles sont les informations sur les employés par région ?,,Table C,
"S1-6-50b,51-1",S1,S1-6,Caractéristiques des salariés de l'entreprise,50b + 51,,Nombre d'employés (effectif ou équivalent temps plein),Quel est le nombre d'employés (effectif ou équivalent temps plein) ?,,Table C/Décimal,Alternatif
"S1-6-50b,51-2",S1,S1-6,Caractéristiques des salariés de l'entreprise,50b + 51,,Nombre moyen d'employés (effectif ou équivalent temps plein),Quel est le nombre moyen d'employés (effectif ou équivalent temps plein) ?,,Table C/Décimal,Alternatif
S1-6-50c-1,S1,S1-6,Caractéristiques des salariés de l'entreprise,50c,AR 59,Nombre d'employés ayant quitté l'entreprise,Combien d'employés ont quitté votre entreprise durant la période de reporting ?,,Décimal,
S1-6-50c-2,S1,S1-6,Caractéristiques des salariés de l'entreprise,50c,,Pourcentage de rotation des employés,Quel est le pourcentage de rotation des employés dans votre entreprise durant la période de reporting ?,,Pourcentage,
S1-6-52,S1,S1-6,Caractéristiques des salariés de l'entreprise,52,,Décomposition détaillée supplémentaire par genre et par région [tableau],Veuillez fournir une décomposition détaillée supplémentaire par genre et par région des employés (tableau).,,Table D,
S1-6-52a,S1,S1-6,Caractéristiques des salariés de l'entreprise,52 a,,Nombre d'employés à temps plein par effectif ou équivalent temps plein,Combien d'employés à temps plein avez-vous en effectif ou en équivalent temps plein ?,,Table D Décimal/Entier,
S1-6-52b,S1,S1-6,Caractéristiques des salariés de l'entreprise,52 b,,Nombre d'employés à temps partiel par effectif ou équivalent temps plein,Combien d'employés à temps partiel avez-vous en effectif ou en équivalent temps plein ?,,Table D Décimal/Entier,
S1-7-55a-1,S1,S1-7,Caractéristiques des travailleurs non salariés faisant partie des effectifs de l'entreprise,55 a,AR 61,Nombre de non-employés dans sa propre main-d'œuvre,Combien de non-employés sont dans votre propre main-d'œuvre ?,,Décimal,
S1-7-55a-2,S1,S1-7,Caractéristiques des travailleurs non salariés faisant partie des effectifs de l'entreprise,55 a,,Nombre de non-employés dans sa propre main-d'œuvre - personnes indépendantes,Combien de non-employés dans votre propre main-d'œuvre sont des personnes indépendantes ?,,Décimal,
S1-7-55a-3,S1,S1-7,Caractéristiques des travailleurs non salariés faisant partie des effectifs de l'entreprise,55 a,,Nombre de non-employés dans sa propre main-d'œuvre - personnes fournies par des entreprises principalement engagées dans des activités de recrutement,Combien de non-employés dans votre propre main-d'œuvre sont des personnes fournies par des entreprises principalement engagées dans des activités de recrutement ?,,Décimal,
S1-8-60a,S1,S1-8,Couverture des négociations collectives et dialogue social,60 a,AR 66,Pourcentage du total des employés couverts par des accords collectifs,Quel est le pourcentage du total des employés couverts par des accords collectifs ?,,Pourcentage,
S1-8-60b,S1,S1-8,Couverture des négociations collectives et dialogue social,60 b,,Pourcentage de ses employés couverts par des accords collectifs dans le taux de couverture par pays (dans l'EEE),Quel est le pourcentage de vos employés couverts par des accords collectifs dans le taux de couverture par pays (dans l'EEE) ?,,Tableau/Pourcentage,
S1-8-60c,S1,S1-8,Couverture des négociations collectives et dialogue social,60 c,,Pourcentage de ses propres employés couverts par des accords collectifs (hors EEE) par région,Quel est le pourcentage de vos propres employés couverts par des accords collectifs (hors EEE) par région ?,,Tableau/Pourcentage,
S1-8-63a,S1,S1-8,Couverture des négociations collectives et dialogue social,63a,AR 69,Pourcentage d'employés dans le pays (EEE) couverts par des représentants des travailleurs,Quel est le pourcentage d'employés dans le pays (EEE) couverts par des représentants des travailleurs ?,,Pourcentage,
S1-8-AR70,S1,S1-8,Couverture des négociations collectives et dialogue social,AR 70,,Sa propre main-d'œuvre dans la région (hors EEE) couverte par des accords collectifs par taux de couverture et par région,Votre propre main-d'œuvre dans la région (hors EEE) est-elle couverte par des accords collectifs par taux de couverture et par région ?,,Tableau /Semi-Narratif,
S1-9-66a-1,S1,S1-9,Métriques et diversité,66a,,Nombre d'employés (effectif) au niveau de la haute direction,Combien d'employés (effectif) avez-vous au niveau de la haute direction ?,,Entier,
S1-9-66a-2,S1,S1-9,Métriques et diversité,66a,,Pourcentage d'employés au niveau de la haute direction,Quel est le pourcentage d'employés au niveau de la haute direction ?,,Pourcentage,
S1-9-66b-1,S1,S1-9,Métriques et diversité,66 b,,Répartition des employés (effectif) de moins de 30 ans,Pourriez-vous indiquer le nombre d'employés de votre entreprise âgés de moins de 30 ans ?,,Entier/pourcentage,
S1-9-66b-2,S1,S1-9,Métriques et diversité,66 b,,Répartition des employés (effectif) entre 30 et 50 ans,Pourriez-vous indiquer le nombre d'employés de votre entreprise âgés entre 30 et 50 ans ?,,Entier/pourcentage,
S1-9-66b-3,S1,S1-9,Métriques et diversité,66 b,,Répartition des employés (effectif) de plus de 50 ans,Pourriez-vous indiquer le nombre d'employés de votre entreprise âgés de plus de 50 ans ?,,Entier/pourcentage,
S1-10-70-1,S1,S1-10,Salaires décents,70,,Salaires adéquats par pays [tableau],Veuillez fournir les salaires adéquats par pays (tableau).,,Tableau E/numérique,Conditionnel
S1-10-70-2,S1,S1-10,Salaires décents,70,,Pourcentage d'employés payés en dessous du benchmark de salaire adéquat applicable,Quel est le pourcentage d'employés payés en dessous du benchmark de salaire adéquat applicable ?,,Tableau E/Pourcentage,
S1-10-71,S1,S1-10,Salaires décents,71,,Pourcentage de non-employés payés en dessous du salaire adéquat,Quel est le pourcentage de non-employés payés en dessous du salaire adéquat ?,,Tableau E/Pourcentage,
S1-11-74a,S1,S1-11,Protection sociale,74 a,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie ?",,semi-narratif,
S1-11-74b,S1,S1-11,Protection sociale,74 b,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise ?",,semi-narratif,
S1-11-74c,S1,S1-11,Protection sociale,74 c,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise ?",,semi-narratif,
S1-11-74d,S1,S1-11,Protection sociale,74 d,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé parental","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé parental ?",,semi-narratif,
S1-11-74e,S1,S1-11,Protection sociale,74 e,,"Tous les employés de sa propre main-d'œuvre sont couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite","Tous les employés de votre propre main-d'œuvre sont-ils couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite ?",,semi-narratif,
S1-11-75-1,S1,S1-11,Protection sociale,75,AR 75,Protection sociale des employés par pays [tableau] par types d'événements et type d'employés [y compris non-employés],Veuillez fournir la protection sociale des employés par pays (tableau) par types d'événements et type d'employés (y compris non-employés).,,Tableau,Conditionnel
S1-11-75-2,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la maladie.",,narratif,Conditionnel
S1-11-75-3,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au chômage à partir du moment où le travailleur propre travaille pour l'entreprise.",,narratif,Conditionnel
S1-11-75-4,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à un accident du travail et à une invalidité acquise.",,narratif,Conditionnel
S1-11-75-5,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé de maternité","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due au congé de maternité.",,narratif,Conditionnel
S1-11-75-6,S1,S1-11,Protection sociale,75,,"Divulgation des types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite","Veuillez divulguer les types d'employés non couverts par une protection sociale, à travers des programmes publics ou des avantages offerts, contre la perte de revenu due à la retraite.",,narratif,Conditionnel
S1-12-79,S1,S1-12,Personnes handicappées,79,,Pourcentage de personnes handicapées parmi les employés soumis à des restrictions légales sur la collecte de données,Quel est le pourcentage de personnes handicapées parmi les employés soumis à des restrictions légales sur la collecte de données ?,,Pourcentage,
S1-12-80,S1,S1-12,Personnes handicappées,80,,Pourcentage d'employés handicapés dans sa propre main-d'œuvre par genre [tableau],Veuillez fournir le pourcentage d'employés handicapés dans votre propre main-d'œuvre par genre (tableau).,,Tableau/numérique,
S1-12-AR76,S1,S1-12,Personnes handicappées,AR 76,,Divulgation des informations contextuelles nécessaires pour comprendre les données et comment les données ont été compilées (personnes handicapées),Veuillez divulguer les informations contextuelles nécessaires pour comprendre les données et comment les données ont été compilées (personnes handicapées).,,narratif,
S1-13-83a-1,S1,S1-13,Métriques de la formation et du développement des compétences,83 a ,AR 77,Indicateurs de formation et de développement des compétences par genre [tableau],Veuillez fournir les indicateurs de formation et de développement des compétences par genre (tableau).,,Tableau F,
S1-13-83a-2,S1,S1-13,Métriques de la formation et du développement des compétences,83 a ,AR 77,Pourcentage d'employés ayant participé à des évaluations régulières de la performance et du développement de carrière,Quel est le pourcentage d'employés ayant participé à des évaluations régulières de la performance et du développement de carrière ?,,Tableau F/Pourcentage,
S1-13-83b-1,S1,S1-13,Métriques de la formation et du développement des compétences,83 b,AR 78,Nombre moyen d'heures de formation par genre [tableau],Veuillez fournir le nombre moyen d'heures de formation par genre (tableau).,,Tableau G,
S1-13-83b-2,S1,S1-13,Métriques de la formation et du développement des compétences,83 b,AR 78,Nombre moyen d'heures de formation par personne pour les employés,Quel est le nombre moyen d'heures de formation par personne pour les employés ?,,Tableau G/Décimal,
S1-13-84-1,S1,S1-13,Métriques de la formation et du développement des compétences,84,AR 79,Pourcentage d'employés ayant participé à des évaluations régulières de la performance et du développement de carrière par catégorie d'employés [tableau],Quel est le pourcentage d'employés ayant participé à des évaluations régulières de la performance et du développement de carrière par catégorie d'employés ? [tableau],,Tableau G/pourcentage,
S1-13-84-2,S1,S1-13,Métriques de la formation et du développement des compétences,84,AR 79,Nombre moyen d'employés ayant participé à des évaluations régulières de la performance et du développement de carrière par catégorie d'employés,Combien d'employés ont participé à des évaluations régulières de la performance et du développement de carrière par catégorie d'employés ?,,Tableau G/Décimal,
S1-13-85,S1,S1-13,Métriques de la formation et du développement des compétences,85,,Pourcentage de non-employés ayant participé à des évaluations régulières de la performance et du développement de carrière,Quel est le pourcentage de non-employés ayant participé à des évaluations régulières de la performance et du développement de carrière ?,,Tableau G/Pourcentage,
S1-14-88a,S1,S1-14,Métriques de santé et de sécurité ,88 a,AR 80,Pourcentage de personnes dans sa propre main-d'œuvre couvertes par un système de gestion de la santé et de la sécurité basé sur des exigences légales et (ou) des normes ou directives reconnues,Quel est le pourcentage de personnes dans votre propre main-d'œuvre couvertes par un système de gestion de la santé et de la sécurité basé sur des exigences légales et (ou) des normes ou directives reconnues ?,,Pourcentage,
S1-14-88b-1,S1,S1-14,Métriques de santé et de sécurité ,88b,AR 89-91,Nombre de décès dans sa propre main-d'œuvre résultant de blessures liées au travail et de maladies liées au travail,Combien de décès dans votre propre main-d'œuvre résultent de blessures liées au travail et de maladies liées au travail ?,,Entier,
S1-14-88b-2,S1,S1-14,Métriques de santé et de sécurité ,88b,AR 89-91,Nombre de décès résultant de blessures liées au travail et de maladies liées au travail d'autres travailleurs travaillant sur les sites de l'entreprise,Combien de décès résultent de blessures liées au travail et de maladies liées au travail d'autres travailleurs travaillant sur les sites de votre entreprise ?,,Entier,
S1-14-88c-1,S1,S1-14,Métriques de santé et de sécurité ,88c,,Nombre d'accidents de travail enregistrables pour sa propre main-d'œuvre,Combien d'accidents de travail enregistrables ont eu lieu dans votre propre main-d'œuvre ?,,Entier,
S1-14-88c-2,S1,S1-14,Métriques de santé et de sécurité ,88c,,Taux d'accidents de travail enregistrables pour sa propre main-d'œuvre,Quel est le taux d'accidents de travail enregistrables pour votre propre main-d'œuvre ?,,Pourcentage,
S1-14-88d,S1,S1-14,Métriques de santé et de sécurité ,88d,,Nombre de cas de maladies professionnelles enregistrables des employés,Combien de cas de maladies professionnelles enregistrables ont été recensés parmi vos employés ?,,Entier,
S1-14-88e,S1,S1-14,Métriques de santé et de sécurité ,88e,"AR 89-91, AR 95","Nombre de jours perdus en raison de blessures et de décès liés au travail à la suite d'accidents de travail, de maladies professionnelles et de décès liés à la maladie pour les employés","Combien de jours ont été perdus en raison de blessures et de décès liés au travail à la suite d'accidents de travail, de maladies professionnelles et de décès liés à la maladie pour vos employés ?",,Entier,
S1-14-89-1,S1,S1-14,Métriques de santé et de sécurité ,89,,Nombre de cas de maladies professionnelles enregistrables des non-employés,Combien de cas de maladies professionnelles enregistrables ont été recensés parmi les non-employés ?,,Entier,
S1-14-89-2,S1,S1-14,Métriques de santé et de sécurité ,89,,"Nombre de jours perdus en raison de blessures et de décès liés au travail à la suite d'accidents de travail, de maladies professionnelles et de décès liés à la maladie pour les non-employés","Combien de jours ont été perdus en raison de blessures et de décès liés au travail à la suite d'accidents de travail, de maladies professionnelles et de décès liés à la maladie pour les non-employés ?",,Entier,
S1-14-90,S1,S1-14,Métriques de santé et de sécurité ,90,,Pourcentage de sa propre main-d'œuvre couverte par un système de gestion de la santé et de la sécurité basé sur des exigences légales et (ou) des normes ou directives reconnues et qui a été audité en interne et (ou) audité ou certifié par une partie externe,Quel est le pourcentage de votre propre main-d'œuvre couverte par un système de gestion de la santé et de la sécurité basé sur des exigences légales et (ou) des normes ou directives reconnues et qui a été audité en interne et (ou) audité ou certifié par une partie externe ?,,Pourcentage,
S1-14-AR94,S1,S1-14,Métriques de santé et de sécurité ,AR 94,,Nombre de cas de maladies professionnelles enregistrables détectées parmi les anciens employés de sa propre main-d'œuvre,Combien de cas de maladies professionnelles enregistrables ont été détectés parmi les anciens employés de votre propre main-d'œuvre ?,,Entier,
S1-15-93a,S1,S1-15,Métriques d'équilibre entre vie professionnelle et vie privée,93 a,AR 96-AR 97,Pourcentage d'employés ayant droit à un congé familial,Quel est le pourcentage d'employés ayant droit à un congé familial ?,,Pourcentage,
S1-15-93b-1,S1,S1-15,Métriques d'équilibre entre vie professionnelle et vie privée,93 b,,Pourcentage d'employés ayant droit à un congé familial ayant pris un congé familial,Quel est le pourcentage d'employés ayant droit à un congé familial et ayant pris un congé familial ?,,Pourcentage,
S1-15-93b-2,S1,S1-15,Métriques d'équilibre entre vie professionnelle et vie privée,93 b,,Pourcentage d'employés ayant droit à un congé familial ayant pris un congé familial par genre [tableau],Quel est le pourcentage d'employés ayant droit à un congé familial et ayant pris un congé familial par genre ? [tableau],,Tableau/numérique,
S1-15-94,S1,S1-15,Métriques d'équilibre entre vie professionnelle et vie privée,94,,Tous les employés ont droit à des congés familiaux par le biais de la politique sociale et (ou) des accords collectifs,Tous les employés ont-ils droit à des congés familiaux par le biais de la politique sociale et (ou) des accords collectifs ?,,semi-narratif,
S1-16-97a,S1,S1-16,Métriques de rémunération (écart de rémunération et rémunération totale),97 a ,AR 98-AR 99-AR 100,Écart de rémunération entre les sexes,Quel est l'écart de rémunération entre les sexes ?,,Tableau H/Pourcentage,
